txn_id,settlement_batch_id,utr,txn_type,gross_amount,fee,gst_on_fee,settled_on,order_id,method
pay_99_00180,setl_99_010,UTR9900104327,payment,343.00,6.86,1.23,2026-06-21,ord_99_00180,card
pay_99_00181,setl_99_010,UTR9900104327,payment,672.25,13.44,2.42,2026-06-21,ord_99_00181,upi
pay_99_00182,setl_99_010,UTR9900104327,payment,10495.00,209.90,37.78,2026-06-21,ord_99_00182,upi
pay_99_00183,setl_99_010,UTR9900104327,payment,8427.75,168.56,30.34,2026-06-21,ord_99_00183,card
rfnd_99_00184,setl_99_010,UTR9900104327,refund,8427.75,0.00,0.00,2026-06-21,ord_99_00183,card
pay_99_00185,setl_99_010,UTR9900104327,payment,6522.25,130.44,23.48,2026-06-21,ord_99_00185,card
pay_99_00186,setl_99_010,UTR9900104327,payment,11070.00,221.40,39.85,2026-06-21,ord_99_00186,card
pay_99_00187,setl_99_011,UTR9900116071,payment,11033.50,220.67,39.72,2026-06-23,ord_99_00187,upi
pay_99_00188,setl_99_011,UTR9900116071,payment,8185.00,163.70,29.47,2026-06-23,ord_99_00188,netbanking
pay_99_00189,setl_99_011,UTR9900116071,payment,11585.00,231.70,41.71,2026-06-23,ord_99_00189,card
rfnd_99_00190,setl_99_011,UTR9900116071,refund,5792.50,0.00,0.00,2026-06-23,ord_99_00189,card
pay_99_00191,setl_99_011,UTR9900116071,payment,2513.25,50.26,9.05,2026-06-23,ord_99_00191,card
rfnd_99_00192,setl_99_011,UTR9900116071,refund,2513.25,0.00,0.00,2026-06-23,ord_99_00191,card
pay_99_00193,setl_99_011,UTR9900116071,payment,3007.99,60.16,10.83,2026-06-23,ord_99_00193,upi
pay_99_00194,setl_99_011,UTR9900116071,payment,694.00,13.88,2.50,2026-06-23,ord_99_00194,upi
pay_99_00195,setl_99_011,UTR9900116071,payment,11670.00,233.40,42.01,2026-06-23,ord_99_00195,netbanking
pay_99_00196,setl_99_011,UTR9900116071,payment,3090.75,61.82,11.13,2026-06-23,ord_99_00196,upi
pay_99_00197,setl_99_011,UTR9900116071,payment,4830.50,96.61,17.39,2026-06-23,ord_99_00197,card
rfnd_99_00198,setl_99_011,UTR9900116071,refund,1207.62,0.00,0.00,2026-06-23,ord_99_00197,card
pay_99_00199,setl_99_011,UTR9900116071,payment,3071.49,61.43,11.06,2026-06-23,ord_99_00199,upi
pay_99_00200,setl_99_011,UTR9900116071,payment,4243.25,106.08,19.09,2026-06-23,ord_99_00200,upi
pay_99_00201,setl_99_011,UTR9900116071,payment,8567.50,171.35,30.84,2026-06-23,ord_99_00201,upi
pay_99_00202,setl_99_011,UTR9900116071,payment,8564.25,171.28,30.83,2026-06-23,ord_99_00202,upi
pay_99_00203,setl_99_012,UTR9900128073,payment,7081.75,141.64,25.50,2026-06-25,ord_99_00203,netbanking
pay_99_00204,setl_99_012,UTR9900128073,payment,11301.75,226.04,40.69,2026-06-25,ord_99_00204,card
pay_99_00205,setl_99_012,UTR9900128073,payment,9263.75,185.28,33.35,2026-06-25,ord_99_00205,card
pay_99_00206,setl_99_012,UTR9900128073,payment,2614.00,52.28,9.41,2026-06-25,ord_99_00206,upi
pay_99_00207,setl_99_012,UTR9900128073,payment,6088.50,121.77,21.92,2026-06-25,ord_99_00207,upi
pay_99_00208,setl_99_012,UTR9900128073,payment,6088.50,121.77,21.92,2026-06-25,ord_99_00207,card
pay_99_00209,setl_99_012,UTR9900128073,payment,7067.75,141.36,25.44,2026-06-25,ord_99_00209,upi
pay_99_00210,setl_99_012,UTR9900128073,payment,10061.00,201.22,36.22,2026-06-25,ord_99_00210,upi
pay_99_00211,setl_99_012,UTR9900128073,payment,2770.49,69.26,12.47,2026-06-25,ord_99_00211,upi
pay_99_00212,setl_99_012,UTR9900128073,payment,9604.00,192.08,34.57,2026-06-25,ord_99_00212,upi
pay_99_00213,setl_99_012,UTR9900128073,payment,7562.75,151.26,27.23,2026-06-25,ord_99_00213,card
pay_99_00215,setl_99_012,UTR9900128073,payment,5204.75,104.10,18.74,2026-06-25,ord_99_00215,netbanking
rfnd_99_00216,setl_99_012,UTR9900128073,refund,2602.38,0.00,0.00,2026-06-25,ord_99_00215,card
pay_99_00217,setl_99_012,UTR9900128073,payment,10403.50,208.07,37.45,2026-06-25,ord_99_00217,upi
pay_99_00218,setl_99_012,UTR9900128073,payment,7419.75,148.40,26.71,2026-06-25,ord_99_00218,upi
pay_99_00219,setl_99_012,UTR9900128073,payment,9540.25,190.80,34.34,2026-06-25,ord_99_00219,netbanking
rfnd_99_00220,setl_99_012,UTR9900128073,refund,4770.12,0.00,0.00,2026-06-25,ord_99_00219,card
pay_99_00221,setl_99_012,UTR9900128073,payment,4647.49,92.95,16.73,2026-06-25,ord_99_00221,upi
rfnd_99_00222,setl_99_012,UTR9900128073,refund,4647.49,0.00,0.00,2026-06-25,ord_99_00221,card
pay_99_00223,setl_99_012,UTR9900128073,payment,11097.00,221.94,39.95,2026-06-25,ord_99_00223,netbanking
hold_99_00224,setl_99_012,UTR9900128073,chargeback_hold,5548.50,0.00,0.00,2026-06-25,ord_99_00223,netbanking
pay_99_00225,setl_99_013,UTR9900136161,payment,11887.75,237.76,42.80,2026-06-27,ord_99_00225,upi
pay_99_00226,setl_99_013,UTR9900136161,payment,759.00,15.18,2.73,2026-06-27,ord_99_00226,netbanking
pay_99_00227,setl_99_013,UTR9900136161,payment,11220.00,224.40,40.39,2026-06-27,ord_99_00227,upi
rfnd_99_00228,setl_99_013,UTR9900136161,refund,11220.00,0.00,0.00,2026-06-27,ord_99_00227,card
pay_99_00229,setl_99_013,UTR9900136161,payment,8216.00,164.32,29.58,2026-06-27,ord_99_00229,netbanking
pay_99_00230,setl_99_013,UTR9900136161,payment,3139.99,62.80,11.30,2026-06-27,ord_99_00230,netbanking
pay_99_00231,setl_99_013,UTR9900136161,payment,10751.00,215.02,38.70,2026-06-27,ord_99_00231,card
pay_99_00232,setl_99_013,UTR9900136161,payment,3337.00,66.74,12.01,2026-06-27,ord_99_00232,upi
pay_99_00233,setl_99_013,UTR9900136161,payment,6261.75,125.24,22.54,2026-06-27,ord_99_00233,upi
pay_99_00234,setl_99_013,UTR9900136161,payment,6261.75,125.24,22.54,2026-06-27,ord_99_00233,card
pay_99_00235,setl_99_013,UTR9900136161,payment,11319.25,226.38,40.75,2026-06-27,ord_99_00235,upi
pay_99_00236,setl_99_013,UTR9900136161,payment,8523.75,170.48,30.69,2026-06-27,ord_99_00236,upi
pay_99_00237,setl_99_014,UTR9900147586,payment,2320.50,46.41,8.35,2026-06-29,ord_99_00237,upi
pay_99_00238,setl_99_014,UTR9900147586,payment,4455.75,133.67,24.06,2026-06-29,ord_99_00238,intl_card
pay_99_00239,setl_99_014,UTR9900147586,payment,6469.49,129.39,23.29,2026-06-29,ord_99_00239,card
pay_99_00240,setl_99_014,UTR9900147586,payment,10133.00,202.66,36.48,2026-06-29,ord_99_00240,upi
pay_99_00241,setl_99_014,UTR9900147586,payment,10543.50,210.87,37.96,2026-06-29,ord_99_00241,upi
pay_99_00242,setl_99_014,UTR9900147586,payment,5948.00,118.96,21.41,2026-06-29,ord_99_00242,upi
pay_99_00243,setl_99_014,UTR9900147586,payment,5935.25,118.70,21.37,2026-06-29,ord_99_00243,upi
pay_99_00244,setl_99_014,UTR9900147586,payment,5441.25,108.82,19.59,2026-06-29,ord_99_00244,upi
pay_99_00245,setl_99_015,,payment,1661.00,33.22,5.98,2026-07-01,ord_99_00245,card
pay_99_00246,setl_99_015,,payment,11819.75,236.40,42.55,2026-07-01,ord_99_00246,card
rfnd_99_00247,setl_99_015,,refund,5909.88,0.00,0.00,2026-07-01,ord_99_00246,card
pay_99_00248,setl_99_015,,payment,9553.75,191.08,34.39,2026-07-01,ord_99_00248,upi
pay_99_00249,setl_99_015,,payment,3061.25,61.22,11.02,2026-07-01,ord_99_00249,upi
pay_99_00250,setl_99_015,,payment,6841.75,136.84,24.63,2026-07-01,ord_99_00250,upi
pay_99_00251,setl_99_015,,payment,11522.75,230.46,41.48,2026-07-01,ord_99_00251,card
