entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,posted_at,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
pay_7_00027,payment,0,800000,800000,INR,16000,2880,false,true,1780272000,1780272000,setl_7_000,1780272000,payment settled,,pay_7_00027,,ord_7_00026,,card,,,,
rfnd_7_00005,refund,3025,0,3025,INR,0,0,false,true,1780444800,1780444800,setl_7_001,1780444800,refund settled,,rfnd_7_00005,UTR700018109,ord_7_00004,,card,,,,
pay_7_00028,payment,0,700000,700000,INR,14000,2520,false,true,1780444800,1780444800,setl_7_001,1780444800,payment settled,,pay_7_00028,UTR700018109,ord_7_00028,,upi,,,,
pay_7_00029,payment,0,7621600,7621600,INR,152432,27438,false,true,1780444800,1780444800,setl_7_001,1780444800,payment settled,,pay_7_00029,UTR700018109,ord_7_00029,,card,,,,
rfnd_7_00030,refund,1905400,0,1905400,INR,0,0,false,true,1780444800,1780444800,setl_7_001,1780444800,refund settled,,rfnd_7_00030,UTR700018109,ord_7_00029,,card,,,,
pay_7_00031,payment,0,50000,50000,INR,1000,180,false,true,1780444800,1780444800,setl_7_001,1780444800,payment settled,,pay_7_00031,UTR700018109,ord_7_00031,,upi,,,,
pay_7_00032,payment,0,9976200,9976200,INR,199524,35914,false,true,1780444800,1780444800,setl_7_001,1780444800,payment settled,,pay_7_00032,UTR700018109,ord_7_00032,,netbanking,,,,
pay_7_00033,payment,0,90000,90000,INR,1800,324,false,true,1780444800,1780444800,setl_7_001,1780444800,payment settled,,pay_7_00033,UTR700018109,ord_7_00033,,upi,,,,
pay_7_00034,payment,0,1232700,1232700,INR,24654,4438,false,true,1780444800,1780444800,setl_7_001,1780444800,payment settled,,pay_7_00034,UTR700018109,ord_7_00034,,card,,,,
pay_7_00035,payment,0,300000,300000,INR,6000,1080,false,true,1780444800,1780444800,setl_7_001,1780444800,payment settled,,pay_7_00035,UTR700018109,ord_7_00035,,upi,,,,
pay_7_00036,payment,0,1086700,1086700,INR,21734,3912,false,true,1780444800,1780444800,setl_7_001,1780444800,payment settled,,pay_7_00036,UTR700018109,ord_7_00036,,card,,,,
pay_7_00037,payment,0,28501325,28501325,INR,855040,153907,false,true,1780444800,1780444800,setl_7_001,1780444800,payment settled,,pay_7_00037,UTR700018109,ord_7_00037,,intl_card,,,,
pay_7_00038,payment,0,35100,35100,INR,1053,190,false,true,1780617600,1780617600,setl_7_002,1780617600,payment settled,,pay_7_00038,,ord_7_00038,,intl_card,,,,
pay_7_00039,payment,0,14450,14450,INR,434,78,false,true,1780617600,1780617600,setl_7_002,1780617600,payment settled,,pay_7_00039,,ord_7_00039,,intl_card,,,,
pay_7_00040,payment,0,600000,600000,INR,12000,2160,false,true,1780617600,1780617600,setl_7_002,1780617600,payment settled,,pay_7_00040,,ord_7_00040,,upi,,,,
pay_7_00041,payment,0,200000,200000,INR,4000,720,false,true,1780617600,1780617600,setl_7_002,1780617600,payment settled,,pay_7_00041,,ord_7_00041,,upi,,,,
pay_7_00042,payment,0,552749,552749,INR,11055,1990,false,true,1780617600,1780617600,setl_7_002,1780617600,payment settled,,pay_7_00042,,ord_7_00042,,card,,,,
rfnd_7_00043,refund,552749,0,552749,INR,0,0,false,true,1780617600,1780617600,setl_7_002,1780617600,refund settled,,rfnd_7_00043,,ord_7_00042,,card,,,,
pay_7_00044,payment,0,7269000,7269000,INR,145380,26168,false,true,1780617600,1780617600,setl_7_002,1780617600,payment settled,,pay_7_00044,,ord_7_00044,,card,,,,
hold_7_00045,payment,3634500,0,3634500,INR,0,0,true,true,1780617600,1780617600,setl_7_002,1780617600,chargeback_hold settled,,hold_7_00045,,ord_7_00044,,card,,,,
pay_7_00046,payment,0,900000,900000,INR,18000,3240,false,true,1780617600,1780617600,setl_7_002,1780617600,payment settled,,pay_7_00046,,ord_7_00046,,upi,,,,
pay_7_00047,payment,0,800000,800000,INR,16000,2880,false,true,1780617600,1780617600,setl_7_002,1780617600,payment settled,,pay_7_00047,,ord_7_00047,,upi,,,,
rfnd_7_00048,refund,200000,0,200000,INR,0,0,false,true,1780617600,1780617600,setl_7_002,1780617600,refund settled,,rfnd_7_00048,,ord_7_00047,,card,,,,
pay_7_00049,payment,0,80000,80000,INR,1600,288,false,true,1780617600,1780617600,setl_7_002,1780617600,payment settled,,pay_7_00049,,ord_7_00049,,upi,,,,
pay_7_00050,payment,0,59700,59700,INR,1791,322,false,true,1780617600,1780617600,setl_7_002,1780617600,payment settled,,pay_7_00050,,ord_7_00050,,intl_card,,,,
pay_7_00051,payment,0,10686475,10686475,INR,213730,38471,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00051,UTR700031907,ord_7_00051,,card,,,,
pay_7_00052,payment,0,3125,3125,INR,94,17,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00052,UTR700031907,ord_7_00052,,intl_card,,,,
pay_7_00053,payment,0,500000,500000,INR,10000,1800,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00053,UTR700031907,ord_7_00053,,upi,,,,
pay_7_00054,payment,0,500000,500000,INR,10000,1800,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00054,UTR700031907,ord_7_00054,,upi,,,,
pay_7_00055,payment,0,15435050,15435050,INR,308701,55566,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00055,UTR700031907,ord_7_00055,,card,,,,
pay_7_00056,payment,0,3131749,3131749,INR,62635,11274,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00056,UTR700031907,ord_7_00056,,card,,,,
pay_7_00057,payment,0,7487675,7487675,INR,149754,26956,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00057,UTR700031907,ord_7_00057,,card,,,,
rfnd_7_00058,refund,1871919,0,1871919,INR,0,0,false,true,1780790400,1780790400,setl_7_003,1780790400,refund settled,,rfnd_7_00058,UTR700031907,ord_7_00057,,card,,,,
pay_7_00059,payment,0,8375,8375,INR,168,30,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00059,UTR700031907,ord_7_00059,,card,,,,
pay_7_00060,payment,0,5949,5949,INR,119,21,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00060,UTR700031907,ord_7_00060,,netbanking,,,,
pay_7_00061,payment,0,400000,400000,INR,8000,1440,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00061,UTR700031907,ord_7_00061,,upi,,,,
pay_7_00062,payment,0,500000,500000,INR,10000,1800,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00062,UTR700031907,ord_7_00062,,upi,,,,
hold_7_00063,payment,250000,0,250000,INR,0,0,true,true,1780790400,1780790400,setl_7_003,1780790400,chargeback_hold settled,,hold_7_00063,UTR700031907,ord_7_00062,,upi,,,,
pay_7_00064,payment,0,400000,400000,INR,8000,1440,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00064,UTR700031907,ord_7_00064,,upi,,,,
pay_7_00065,payment,0,62000,62000,INR,2170,391,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00065,UTR700031907,ord_7_00065,,intl_card,,,,
pay_7_00066,payment,0,30000,30000,INR,600,108,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00066,UTR700031907,ord_7_00066,,upi,,,,
pay_7_00067,payment,0,400000,400000,INR,8000,1440,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00067,UTR700031907,ord_7_00067,,upi,,,,
pay_7_00068,payment,0,60000,60000,INR,1200,216,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00068,UTR700031907,ord_7_00068,,upi,,,,
rfnd_7_00069,refund,15000,0,15000,INR,0,0,false,true,1780790400,1780790400,setl_7_003,1780790400,refund settled,,rfnd_7_00069,UTR700031907,ord_7_00068,,card,,,,
pay_7_00070,payment,0,150000,150000,INR,3000,540,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00070,UTR700031907,ord_7_00070,,upi,,,,
pay_7_00071,payment,0,250000,250000,INR,5000,900,false,true,1780790400,1780790400,setl_7_003,1780790400,payment settled,,pay_7_00071,UTR700031907,ord_7_00071,,upi,,,,
pay_7_00072,payment,0,4516199,4516199,INR,90324,16258,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00072,UTR700047731,ord_7_00072,,netbanking,,,,
pay_7_00073,payment,0,36099,36099,INR,1083,195,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00073,UTR700047731,ord_7_00073,,intl_card,,,,
pay_7_00074,payment,0,14400,14400,INR,288,52,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00074,UTR700047731,ord_7_00074,,card,,,,
pay_7_00075,payment,0,600000,600000,INR,12000,2160,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00075,UTR700047731,ord_7_00075,,upi,,,,
pay_7_00076,payment,0,165850,165850,INR,3317,597,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00076,UTR700047731,ord_7_00076,,card,,,,
pay_7_00077,payment,0,2379549,2379549,INR,47591,8566,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00077,UTR700047731,ord_7_00077,,card,,,,
pay_7_00078,payment,0,31954175,31954175,INR,639084,115035,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00078,UTR700047731,ord_7_00078,,netbanking,,,,
pay_7_00079,payment,0,450000,450000,INR,9000,1620,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00079,UTR700047731,ord_7_00079,,upi,,,,
pay_7_00080,payment,0,28310799,28310799,INR,566216,101919,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00080,UTR700047731,ord_7_00080,,card,,,,
pay_7_00082,payment,0,1593425,1593425,INR,47803,8605,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00082,UTR700047731,ord_7_00082,,intl_card,,,,
pay_7_00083,payment,0,500000,500000,INR,15000,2700,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00083,UTR700047731,ord_7_00083,,upi,,,,
pay_7_00084,payment,0,304600,304600,INR,6092,1097,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00084,UTR700047731,ord_7_00084,,card,,,,
pay_7_00085,payment,0,350000,350000,INR,7000,1260,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00085,UTR700047731,ord_7_00085,,upi,,,,
pay_7_00086,payment,0,6953599,6953599,INR,139072,25033,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00086,UTR700047731,ord_7_00086,,netbanking,,,,
pay_7_00087,payment,0,800000,800000,INR,16000,2880,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00087,UTR700047731,ord_7_00087,,upi,,,,
pay_7_00088,payment,0,200000,200000,INR,4000,720,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00088,UTR700047731,ord_7_00088,,upi,,,,
pay_7_00089,payment,0,400000,400000,INR,8000,1440,false,true,1780963200,1780963200,setl_7_004,1780963200,payment settled,,pay_7_00089,UTR700047731,ord_7_00089,,upi,,,,
pay_7_00090,payment,0,250000,250000,INR,5000,900,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00090,UTR700057884,ord_7_00090,,upi,,,,
pay_7_00091,payment,0,70000,70000,INR,1400,252,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00091,UTR700057884,ord_7_00091,,upi,,,,
pay_7_00092,payment,0,300000,300000,INR,6000,1080,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00092,UTR700057884,ord_7_00092,,upi,,,,
pay_7_00093,payment,0,43700,43700,INR,874,157,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00093,UTR700057884,ord_7_00093,,card,,,,
rfnd_7_00094,refund,10925,0,10925,INR,0,0,false,true,1781136000,1781136000,setl_7_005,1781136000,refund settled,,rfnd_7_00094,UTR700057884,ord_7_00093,,card,,,,
pay_7_00095,payment,0,31943850,31943850,INR,638877,114998,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00095,UTR700057884,ord_7_00095,,card,,,,
pay_7_00097,payment,0,300000,300000,INR,6000,1080,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00097,UTR700057884,ord_7_00097,,upi,,,,
pay_7_00098,payment,0,5600,5600,INR,112,20,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00098,UTR700057884,ord_7_00098,,card,,,,
pay_7_00099,payment,0,22750,22750,INR,455,82,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00099,UTR700057884,ord_7_00099,,card,,,,
pay_7_00100,payment,0,4314875,4314875,INR,86298,15534,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00100,UTR700057884,ord_7_00100,,card,,,,
pay_7_00101,payment,0,50000,50000,INR,1000,180,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00101,UTR700057884,ord_7_00101,,upi,,,,
pay_7_00102,payment,0,415800,415800,INR,8316,1497,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00102,UTR700057884,ord_7_00102,,card,,,,
hold_7_00103,payment,207900,0,207900,INR,0,0,true,true,1781136000,1781136000,setl_7_005,1781136000,chargeback_hold settled,,hold_7_00103,UTR700057884,ord_7_00102,,card,,,,
pay_7_00104,payment,0,50000,50000,INR,1000,180,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00104,UTR700057884,ord_7_00104,,upi,,,,
pay_7_00105,payment,0,13607550,13607550,INR,272151,48987,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00105,UTR700057884,ord_7_00105,,card,,,,
pay_7_00106,payment,0,13607550,13607550,INR,272151,48987,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00106,UTR700057884,ord_7_00105,,card,,,,
pay_7_00107,payment,0,250000,250000,INR,5000,900,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00107,UTR700057884,ord_7_00107,,upi,,,,
pay_7_00108,payment,0,50000,50000,INR,1000,180,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00108,UTR700057884,ord_7_00108,,upi,,,,
pay_7_00109,payment,0,1498400,1498400,INR,29968,5394,false,true,1781136000,1781136000,setl_7_005,1781136000,payment settled,,pay_7_00109,UTR700057884,ord_7_00109,,card,,,,
rfnd_7_00110,refund,374600,0,374600,INR,0,0,false,true,1781136000,1781136000,setl_7_005,1781136000,refund settled,,rfnd_7_00110,UTR700057884,ord_7_00109,,card,,,,
pay_7_00111,payment,0,150000,150000,INR,3000,540,false,true,1781308800,1781308800,setl_7_006,1781308800,payment settled,,pay_7_00111,,ord_7_00111,,upi,,,,
pay_7_00112,payment,0,600000,600000,INR,12000,2160,false,true,1781308800,1781308800,setl_7_006,1781308800,payment settled,,pay_7_00112,,ord_7_00112,,upi,,,,
rfnd_7_00113,refund,300000,0,300000,INR,0,0,false,true,1781308800,1781308800,setl_7_006,1781308800,refund settled,,rfnd_7_00113,,ord_7_00112,,card,,,,
pay_7_00114,payment,0,40000,40000,INR,800,144,false,true,1781308800,1781308800,setl_7_006,1781308800,payment settled,,pay_7_00114,,ord_7_00114,,upi,,,,
pay_7_00115,payment,0,1247775,1247775,INR,24956,4492,false,true,1781308800,1781308800,setl_7_006,1781308800,payment settled,,pay_7_00115,,ord_7_00115,,netbanking,,,,
pay_7_00116,payment,0,90000,90000,INR,1800,324,false,true,1781308800,1781308800,setl_7_006,1781308800,payment settled,,pay_7_00116,,ord_7_00116,,upi,,,,
rfnd_7_00117,refund,22500,0,22500,INR,0,0,false,true,1781308800,1781308800,setl_7_006,1781308800,refund settled,,rfnd_7_00117,,ord_7_00116,,card,,,,
pay_7_00118,payment,0,2066699,2066699,INR,41334,7440,false,true,1781308800,1781308800,setl_7_006,1781308800,payment settled,,pay_7_00118,,ord_7_00118,,netbanking,,,,
pay_7_00119,payment,0,300000,300000,INR,6000,1080,false,true,1781308800,1781308800,setl_7_006,1781308800,payment settled,,pay_7_00119,,ord_7_00119,,upi,,,,
pay_7_00120,payment,0,300000,300000,INR,6000,1080,false,true,1781308800,1781308800,setl_7_006,1781308800,payment settled,,pay_7_00120,,ord_7_00119,,card,,,,
pay_7_00121,payment,0,1226475,1226475,INR,24530,4415,false,true,1781308800,1781308800,setl_7_006,1781308800,payment settled,,pay_7_00121,,ord_7_00121,,card,,,,
rfnd_7_00122,refund,613238,0,613238,INR,0,0,false,true,1781308800,1781308800,setl_7_006,1781308800,refund settled,,rfnd_7_00122,,ord_7_00121,,card,,,,
pay_7_00123,payment,0,402350,402350,INR,8047,1448,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00123,UTR700072310,ord_7_00123,,card,,,,
rfnd_7_00124,refund,402350,0,402350,INR,0,0,false,true,1781481600,1781481600,setl_7_007,1781481600,refund settled,,rfnd_7_00124,UTR700072310,ord_7_00123,,card,,,,
pay_7_00125,payment,0,357875,357875,INR,7158,1288,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00125,UTR700072310,ord_7_00125,,netbanking,,,,
pay_7_00126,payment,0,80000,80000,INR,1600,288,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00126,UTR700072310,ord_7_00126,,upi,,,,
pay_7_00127,payment,0,400000,400000,INR,8000,1440,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00127,UTR700072310,ord_7_00127,,upi,,,,
pay_7_00129,payment,0,12609175,12609175,INR,252184,45393,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00129,UTR700072310,ord_7_00129,,card,,,,
pay_7_00130,payment,0,600000,600000,INR,12000,2160,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00130,UTR700072310,ord_7_00130,,upi,,,,
pay_7_00131,payment,0,600000,600000,INR,13800,2484,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00131,UTR700072310,ord_7_00131,,upi,,,,
pay_7_00132,payment,0,20000,20000,INR,400,72,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00132,UTR700072310,ord_7_00132,,upi,,,,
pay_7_00133,payment,0,80000,80000,INR,1600,288,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00133,UTR700072310,ord_7_00133,,upi,,,,
pay_7_00134,payment,0,50000,50000,INR,1000,180,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00134,UTR700072310,ord_7_00134,,upi,,,,
pay_7_00135,payment,0,20000,20000,INR,400,72,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00135,UTR700072310,ord_7_00135,,upi,,,,
rfnd_7_00136,refund,5000,0,5000,INR,0,0,false,true,1781481600,1781481600,setl_7_007,1781481600,refund settled,,rfnd_7_00136,UTR700072310,ord_7_00135,,card,,,,
pay_7_00137,payment,0,900000,900000,INR,18000,3240,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00137,UTR700072310,ord_7_00137,,upi,,,,
pay_7_00139,payment,0,17054275,17054275,INR,341086,61395,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00139,UTR700072310,ord_7_00139,,card,,,,
pay_7_00140,payment,0,20000,20000,INR,400,72,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00140,UTR700072310,ord_7_00140,,upi,,,,
pay_7_00141,payment,0,653350,653350,INR,13067,2352,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00141,UTR700072310,ord_7_00141,,card,,,,
pay_7_00143,payment,0,37700,37700,INR,754,136,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00143,UTR700072310,ord_7_00143,,netbanking,,,,
pay_7_00144,payment,0,119975,119975,INR,2400,432,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00144,UTR700072310,ord_7_00144,,card,,,,
pay_7_00145,payment,0,12515650,12515650,INR,375470,67585,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00145,UTR700072310,ord_7_00145,,intl_card,,,,
pay_7_00146,payment,0,300000,300000,INR,6000,1080,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00146,UTR700072310,ord_7_00146,,upi,,,,
pay_7_00147,payment,0,20000,20000,INR,400,72,false,true,1781481600,1781481600,setl_7_007,1781481600,payment settled,,pay_7_00147,UTR700072310,ord_7_00147,,upi,,,,
rfnd_7_00128,refund,100000,0,100000,INR,0,0,false,true,1781654400,1781654400,setl_7_008,1781654400,refund settled,,rfnd_7_00128,UTR700081554,ord_7_00127,,card,,,,
rfnd_7_00138,refund,225000,0,225000,INR,0,0,false,true,1781654400,1781654400,setl_7_008,1781654400,refund settled,,rfnd_7_00138,UTR700081554,ord_7_00137,,card,,,,
rfnd_7_00142,refund,163338,0,163338,INR,0,0,false,true,1781654400,1781654400,setl_7_008,1781654400,refund settled,,rfnd_7_00142,UTR700081554,ord_7_00141,,card,,,,
pay_7_00148,payment,0,21071475,21071475,INR,421430,75857,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00148,UTR700081554,ord_7_00148,,card,,,,
pay_7_00149,payment,0,50000,50000,INR,1000,180,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00149,UTR700081554,ord_7_00149,,upi,,,,
pay_7_00150,payment,0,1044050,1044050,INR,20881,3759,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00150,UTR700081554,ord_7_00150,,netbanking,,,,
pay_7_00151,payment,0,2831949,2831949,INR,56639,10195,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00151,UTR700081554,ord_7_00151,,card,,,,
pay_7_00152,payment,0,49475,49475,INR,1732,312,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00152,UTR700081554,ord_7_00152,,intl_card,,,,
pay_7_00153,payment,0,200000,200000,INR,4000,720,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00153,UTR700081554,ord_7_00153,,upi,,,,
pay_7_00154,payment,0,352499,352499,INR,7050,1269,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00154,UTR700081554,ord_7_00154,,card,,,,
pay_7_00155,payment,0,250000,250000,INR,5000,900,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00155,UTR700081554,ord_7_00155,,upi,,,,
pay_7_00156,payment,0,264849,264849,INR,5297,953,false,true,1781654400,1781654400,setl_7_008,1781654400,payment settled,,pay_7_00156,UTR700081554,ord_7_00156,,card,,,,
