txn_id,settlement_batch_id,utr,txn_type,gross_amount,fee,gst_on_fee,settled_on,order_id,method
rfnd_7_00142,setl_7_008,UTR700081554,refund,1633.38,0.00,0.00,2026-06-17,ord_7_00141,card
pay_7_00148,setl_7_008,UTR700081554,payment,210714.75,4214.30,758.57,2026-06-17,ord_7_00148,card
pay_7_00149,setl_7_008,UTR700081554,payment,500.00,10.00,1.80,2026-06-17,ord_7_00149,upi
pay_7_00150,setl_7_008,UTR700081554,payment,10440.50,208.81,37.59,2026-06-17,ord_7_00150,netbanking
pay_7_00151,setl_7_008,UTR700081554,payment,28319.49,566.39,101.95,2026-06-17,ord_7_00151,card
pay_7_00152,setl_7_008,UTR700081554,payment,494.75,17.32,3.12,2026-06-17,ord_7_00152,intl_card
pay_7_00153,setl_7_008,UTR700081554,payment,2000.00,40.00,7.20,2026-06-17,ord_7_00153,upi
pay_7_00154,setl_7_008,UTR700081554,payment,3524.99,70.50,12.69,2026-06-17,ord_7_00154,card
pay_7_00155,setl_7_008,UTR700081554,payment,2500.00,50.00,9.00,2026-06-17,ord_7_00155,upi
pay_7_00156,setl_7_008,UTR700081554,payment,2648.49,52.97,9.53,2026-06-17,ord_7_00156,card
pay_7_00157,setl_7_008,UTR700081554,payment,2389.49,47.79,8.60,2026-06-17,ord_7_00157,card
pay_7_00158,setl_7_008,UTR700081554,payment,163676.00,3273.52,589.23,2026-06-17,ord_7_00158,card
pay_7_00159,setl_7_008,UTR700081554,payment,33899.49,677.99,122.04,2026-06-17,ord_7_00159,card
pay_7_00161,setl_7_008,UTR700081554,payment,1256.00,25.12,4.52,2026-06-17,ord_7_00161,card
pay_7_00162,setl_7_008,UTR700081554,payment,7000.00,140.00,25.20,2026-06-17,ord_7_00162,upi
pay_7_00163,setl_7_008,UTR700081554,payment,31.00,0.62,0.11,2026-06-17,ord_7_00163,netbanking
pay_7_00164,setl_7_008,UTR700081554,payment,155838.75,3116.78,561.02,2026-06-17,ord_7_00164,card
pay_7_00165,setl_7_008,UTR700081554,payment,7000.00,140.00,25.20,2026-06-17,ord_7_00165,upi
pay_7_00167,setl_7_008,UTR700081554,payment,253672.00,5073.44,913.22,2026-06-17,ord_7_00167,netbanking
pay_7_00168,setl_7_008,UTR700081554,payment,249.99,5.00,0.90,2026-06-17,ord_7_00168,card
pay_7_00169,setl_7_008,UTR700081554,payment,4360.99,87.22,15.70,2026-06-17,ord_7_00169,card
pay_7_00170,setl_7_008,UTR700081554,payment,4428.00,88.56,15.94,2026-06-17,ord_7_00170,card
rfnd_7_00171,setl_7_008,UTR700081554,refund,2214.00,0.00,0.00,2026-06-17,ord_7_00170,card
rfnd_7_00160,setl_7_009,,refund,8474.87,0.00,0.00,2026-06-19,ord_7_00159,card
pay_7_00172,setl_7_009,,payment,235.00,7.05,1.27,2026-06-19,ord_7_00172,intl_card
pay_7_00173,setl_7_009,,payment,124.99,2.50,0.45,2026-06-19,ord_7_00173,card
pay_7_00174,setl_7_009,,payment,99326.25,1986.52,357.57,2026-06-19,ord_7_00174,card
pay_7_00175,setl_7_009,,payment,5000.00,100.00,18.00,2026-06-19,ord_7_00175,upi
pay_7_00176,setl_7_009,,payment,3000.00,60.00,10.80,2026-06-19,ord_7_00176,upi
pay_7_00178,setl_7_009,,payment,3000.00,60.00,10.80,2026-06-19,ord_7_00178,upi
pay_7_00179,setl_7_009,,payment,65985.00,1319.70,237.55,2026-06-19,ord_7_00179,card
pay_7_00180,setl_7_009,,payment,538.50,10.77,1.94,2026-06-19,ord_7_00180,card
pay_7_00181,setl_7_009,,payment,292.00,5.84,1.05,2026-06-19,ord_7_00181,card
pay_7_00182,setl_7_009,,payment,3000.00,60.00,10.80,2026-06-19,ord_7_00182,upi
pay_7_00183,setl_7_009,,payment,21422.00,428.44,77.12,2026-06-19,ord_7_00183,card
pay_7_00184,setl_7_009,,payment,418565.49,8371.31,1506.84,2026-06-19,ord_7_00184,card
rfnd_7_00185,setl_7_009,,refund,104641.37,0.00,0.00,2026-06-19,ord_7_00184,card
pay_7_00186,setl_7_009,,payment,3023.49,60.47,10.88,2026-06-19,ord_7_00186,card
pay_7_00187,setl_7_009,,payment,4500.00,90.00,16.20,2026-06-19,ord_7_00187,upi
pay_7_00188,setl_7_009,,payment,30765.00,615.30,110.75,2026-06-19,ord_7_00188,card
rfnd_7_00177,setl_7_010,UTR700108783,refund,3000.00,0.00,0.00,2026-06-21,ord_7_00176,card
pay_7_00189,setl_7_010,UTR700108783,payment,17995.75,359.92,64.79,2026-06-21,ord_7_00189,card
pay_7_00190,setl_7_010,UTR700108783,payment,67.00,1.34,0.24,2026-06-21,ord_7_00190,card
pay_7_00191,setl_7_010,UTR700108783,payment,2000.00,40.00,7.20,2026-06-21,ord_7_00191,upi
pay_7_00192,setl_7_010,UTR700108783,payment,15365.00,307.30,55.31,2026-06-21,ord_7_00192,card
pay_7_00193,setl_7_010,UTR700108783,payment,2000.00,40.00,7.20,2026-06-21,ord_7_00193,upi
pay_7_00194,setl_7_010,UTR700108783,payment,1904.00,38.08,6.85,2026-06-21,ord_7_00194,card
rfnd_7_00195,setl_7_010,UTR700108783,refund,476.00,0.00,0.00,2026-06-21,ord_7_00194,card
pay_7_00196,setl_7_010,UTR700108783,payment,1000.00,20.00,3.60,2026-06-21,ord_7_00196,upi
pay_7_00197,setl_7_010,UTR700108783,payment,29607.50,592.15,106.59,2026-06-21,ord_7_00197,card
pay_7_00198,setl_7_010,UTR700108783,payment,2500.00,50.00,9.00,2026-06-21,ord_7_00198,upi
pay_7_00199,setl_7_010,UTR700108783,payment,8026.50,160.53,28.90,2026-06-21,ord_7_00199,card
pay_7_00200,setl_7_010,UTR700108783,payment,3095.75,61.92,11.15,2026-06-21,ord_7_00200,card
pay_7_00201,setl_7_010,UTR700108783,payment,27938.75,558.78,100.58,2026-06-21,ord_7_00201,card
pay_7_00202,setl_7_010,UTR700108783,payment,27938.75,558.78,100.58,2026-06-21,ord_7_00201,card
pay_7_00203,setl_7_010,UTR700108783,payment,7000.00,140.00,25.20,2026-06-21,ord_7_00203,upi
pay_7_00204,setl_7_010,UTR700108783,payment,138.75,2.78,0.50,2026-06-21,ord_7_00204,card
pay_7_00205,setl_7_010,UTR700108783,payment,393538.75,7870.78,1416.74,2026-06-21,ord_7_00205,netbanking
pay_7_00206,setl_7_010,UTR700108783,payment,210.75,4.22,0.76,2026-06-21,ord_7_00206,card
pay_7_00207,setl_7_010,UTR700108783,payment,8969.00,179.38,32.29,2026-06-21,ord_7_00207,card
pay_7_00208,setl_7_010,UTR700108783,payment,183577.75,3671.56,660.88,2026-06-21,ord_7_00208,card
pay_7_00209,setl_7_010,UTR700108783,payment,900.00,18.00,3.24,2026-06-21,ord_7_00209,upi
pay_7_00210,setl_7_010,UTR700108783,payment,66.25,1.32,0.24,2026-06-21,ord_7_00210,card
pay_7_00211,setl_7_010,UTR700108783,payment,66.25,1.32,0.24,2026-06-21,ord_7_00210,card
pay_7_00212,setl_7_011,,payment,43.00,1.29,0.23,2026-06-23,ord_7_00212,intl_card
pay_7_00213,setl_7_011,,payment,111465.00,2229.30,401.27,2026-06-23,ord_7_00213,netbanking
pay_7_00214,setl_7_011,,payment,71.99,1.44,0.26,2026-06-23,ord_7_00214,card
pay_7_00215,setl_7_011,,payment,900.00,18.00,3.24,2026-06-23,ord_7_00215,upi
pay_7_00216,setl_7_011,,payment,200.00,4.00,0.72,2026-06-23,ord_7_00216,upi
pay_7_00217,setl_7_011,,payment,700.00,14.00,2.52,2026-06-23,ord_7_00217,upi
pay_7_00218,setl_7_011,,payment,70752.00,2122.56,382.06,2026-06-23,ord_7_00218,intl_card
pay_7_00219,setl_7_011,,payment,77.50,1.55,0.28,2026-06-23,ord_7_00219,netbanking
pay_7_00220,setl_7_011,,payment,120.00,2.40,0.43,2026-06-23,ord_7_00220,card
pay_7_00221,setl_7_011,,payment,2500.00,50.00,9.00,2026-06-23,ord_7_00221,upi
pay_7_00222,setl_7_011,,payment,4414.99,88.30,15.89,2026-06-23,ord_7_00222,netbanking
pay_7_00223,setl_7_011,,payment,1035.25,31.06,5.59,2026-06-23,ord_7_00223,intl_card
pay_7_00224,setl_7_011,,payment,4500.00,90.00,16.20,2026-06-23,ord_7_00224,upi
pay_7_00225,setl_7_011,,payment,400.00,8.00,1.44,2026-06-23,ord_7_00225,upi
pay_7_00226,setl_7_011,,payment,170497.99,3409.96,613.79,2026-06-23,ord_7_00226,card
pay_7_00227,setl_7_011,,payment,214.00,4.28,0.77,2026-06-23,ord_7_00227,card
pay_7_00228,setl_7_011,,payment,3500.00,70.00,12.60,2026-06-23,ord_7_00228,upi
rfnd_7_00229,setl_7_011,,refund,875.00,0.00,0.00,2026-06-23,ord_7_00228,card
pay_7_00230,setl_7_011,,payment,8000.00,160.00,28.80,2026-06-23,ord_7_00230,upi
pay_7_00231,setl_7_011,,payment,138698.49,2773.97,499.31,2026-06-23,ord_7_00231,card
pay_7_00232,setl_7_011,,payment,300.00,6.00,1.08,2026-06-23,ord_7_00232,upi
rfnd_7_00233,setl_7_011,,refund,75.00,0.00,0.00,2026-06-23,ord_7_00232,card
pay_7_00234,setl_7_011,,payment,380.75,7.62,1.37,2026-06-23,ord_7_00234,card
pay_7_00235,setl_7_012,UTR700122999,payment,162586.49,3251.73,585.31,2026-06-25,ord_7_00235,card
pay_7_00236,setl_7_012,UTR700122999,payment,272550.50,5451.01,981.18,2026-06-25,ord_7_00236,card
pay_7_00237,setl_7_012,UTR700122999,payment,7000.00,140.00,25.20,2026-06-25,ord_7_00237,upi
pay_7_00238,setl_7_012,UTR700122999,payment,7000.00,140.00,25.20,2026-06-25,ord_7_00238,upi
pay_7_00239,setl_7_012,UTR700122999,payment,3500.00,70.00,12.60,2026-06-25,ord_7_00239,upi
pay_7_00240,setl_7_012,UTR700122999,payment,397.99,7.96,1.43,2026-06-25,ord_7_00240,card
rfnd_7_00241,setl_7_012,UTR700122999,refund,397.99,0.00,0.00,2026-06-25,ord_7_00240,card
pay_7_00242,setl_7_012,UTR700122999,payment,400.00,8.00,1.44,2026-06-25,ord_7_00242,upi
pay_7_00243,setl_7_012,UTR700122999,payment,2000.00,40.00,7.20,2026-06-25,ord_7_00243,upi
pay_7_00244,setl_7_012,UTR700122999,payment,2479.99,49.60,8.93,2026-06-25,ord_7_00244,card
pay_7_00245,setl_7_012,UTR700122999,payment,600.00,12.00,2.16,2026-06-25,ord_7_00245,upi
pay_7_00246,setl_7_012,UTR700122999,payment,313799.25,6275.98,1129.68,2026-06-25,ord_7_00246,card
pay_7_00247,setl_7_012,UTR700122999,payment,2000.00,40.00,7.20,2026-06-25,ord_7_00247,upi
pay_7_00248,setl_7_012,UTR700122999,payment,600.00,12.00,2.16,2026-06-25,ord_7_00248,upi
pay_7_00249,setl_7_012,UTR700122999,payment,41222.75,1236.68,222.60,2026-06-25,ord_7_00249,intl_card
rfnd_7_00250,setl_7_012,UTR700122999,refund,20611.38,0.00,0.00,2026-06-25,ord_7_00249,card
pay_7_00251,setl_7_013,UTR700132819,payment,3000.00,60.00,10.80,2026-06-27,ord_7_00251,upi
pay_7_00253,setl_7_013,UTR700132819,payment,2000.00,40.00,7.20,2026-06-27,ord_7_00253,upi
pay_7_00254,setl_7_013,UTR700132819,payment,700.00,14.00,2.52,2026-06-27,ord_7_00254,upi
pay_7_00255,setl_7_013,UTR700132819,payment,12434.50,248.69,44.76,2026-06-27,ord_7_00255,card
pay_7_00256,setl_7_013,UTR700132819,payment,500.00,10.00,1.80,2026-06-27,ord_7_00256,upi
pay_7_00257,setl_7_013,UTR700132819,payment,6000.00,120.00,21.60,2026-06-27,ord_7_00257,upi
pay_7_00258,setl_7_013,UTR700132819,payment,4377.00,87.54,15.76,2026-06-27,ord_7_00258,card
pay_7_00259,setl_7_013,UTR700132819,payment,4893.75,97.88,17.62,2026-06-27,ord_7_00259,card
pay_7_00260,setl_7_013,UTR700132819,payment,470520.99,9410.42,1693.88,2026-06-27,ord_7_00260,card
pay_7_00261,setl_7_013,UTR700132819,payment,470520.99,9410.42,1693.88,2026-06-27,ord_7_00260,card
pay_7_00262,setl_7_013,UTR700132819,payment,1430.00,28.60,5.15,2026-06-27,ord_7_00262,card
